,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
787,139.0,1296.0,0.0,220.0,24.0,4107.0,533.0,0.0,241.0,1505.0,1228.0,202002021900,202002022000,3218.0,2733.0,6075.0,9293.0,35,29
788,133.0,1331.0,0.0,152.0,23.0,4108.0,520.0,0.0,239.0,1504.0,1032.0,202002022000,202002022100,2950.0,2536.0,6092.0,9042.0,33,28
789,134.0,1335.0,0.0,341.0,23.0,4106.0,644.0,0.0,240.0,1507.0,789.0,202002022100,202002022200,2900.0,2296.0,6219.0,9119.0,32,25
790,134.0,1287.0,0.0,71.0,22.0,4105.0,653.0,0.0,238.0,1507.0,828.0,202002022200,202002022300,2666.0,2335.0,6179.0,8845.0,30,26
791,136.0,1231.0,0.0,,22.0,4103.0,560.0,0.0,238.0,1510.0,975.0,202002022300,202002030000,2745.0,2485.0,6030.0,8775.0,31,28
792,135.0,1258.0,0.0,,22.0,4102.0,525.0,0.0,236.0,1499.0,998.0,202002030000,202002030100,2755.0,2497.0,6020.0,8775.0,31,28
793,137.0,1243.0,0.0,,22.0,4101.0,537.0,0.0,238.0,1508.0,1118.0,202002030100,202002030200,2886.0,2626.0,6018.0,8904.0,32,29
794,134.0,1211.0,0.0,,22.0,4103.0,555.0,0.0,235.0,1503.0,1237.0,202002030200,202002030300,2997.0,2740.0,6003.0,9000.0,33,30
795,132.0,1424.0,0.0,,23.0,4104.0,555.0,0.0,236.0,1502.0,1241.0,202002030300,202002030400,3002.0,2743.0,6215.0,9217.0,33,30
796,136.0,1564.0,0.0,,24.0,4103.0,586.0,0.0,237.0,1489.0,1126.0,202002030400,202002030500,2876.0,2615.0,6389.0,9265.0,31,28
797,135.0,1947.0,0.0,,23.0,4104.0,652.0,0.0,234.0,1502.0,1089.0,202002030500,202002030600,2848.0,2591.0,6838.0,9686.0,29,27
798,146.0,2660.0,0.0,19.0,23.0,4103.0,681.0,0.0,232.0,1503.0,1181.0,202002030600,202002030700,2958.0,2684.0,7590.0,10548.0,28,25
799,149.0,2927.0,0.0,184.0,23.0,4104.0,666.0,16.0,229.0,1502.0,1142.0,202002030700,202002030800,3096.0,2660.0,7846.0,10942.0,28,24
800,147.0,2996.0,0.0,370.0,22.0,4104.0,682.0,169.0,226.0,1483.0,1158.0,202002030800,202002030900,3428.0,2810.0,7929.0,11357.0,30,25
801,147.0,2899.0,0.0,5.0,13.0,4104.0,712.0,341.0,227.0,1464.0,1162.0,202002030900,202002031000,3212.0,2967.0,7862.0,11074.0,29,27
802,145.0,3014.0,0.0,17.0,17.0,4106.0,716.0,389.0,226.0,1388.0,1092.0,202002031000,202002031100,3129.0,2869.0,7981.0,11110.0,28,26
803,145.0,2635.0,0.0,6.0,27.0,4108.0,714.0,375.0,228.0,1359.0,1127.0,202002031100,202002031200,3122.0,2861.0,7602.0,10724.0,29,27
804,143.0,2592.0,0.0,239.0,26.0,4104.0,712.0,460.0,231.0,1164.0,1003.0,202002031200,202002031300,3123.0,2627.0,7551.0,10674.0,29,25
805,139.0,2499.0,0.0,38.0,26.0,4105.0,709.0,477.0,217.0,1224.0,845.0,202002031300,202002031400,2827.0,2546.0,7452.0,10279.0,28,25
806,139.0,2405.0,0.0,33.0,26.0,4105.0,711.0,260.0,221.0,1108.0,717.0,202002031400,202002031500,2365.0,2085.0,7360.0,9725.0,24,21
807,136.0,2499.0,0.0,2.0,25.0,4107.0,718.0,85.0,232.0,970.0,472.0,202002031500,202002031600,1786.0,1527.0,7460.0,9246.0,19,17
808,138.0,2606.0,0.0,433.0,25.0,4105.0,715.0,4.0,236.0,896.0,438.0,202002031600,202002031700,2032.0,1338.0,7564.0,9596.0,21,14
809,142.0,2625.0,0.0,946.0,25.0,4105.0,668.0,0.0,235.0,808.0,489.0,202002031700,202002031800,2503.0,1297.0,7540.0,10043.0,25,13
810,139.0,2734.0,0.0,1030.0,23.0,4110.0,617.0,0.0,236.0,570.0,323.0,202002031800,202002031900,2182.0,893.0,7600.0,9782.0,22,9
811,140.0,2984.0,0.0,642.0,23.0,4112.0,665.0,0.0,233.0,309.0,201.0,202002031900,202002032000,1408.0,510.0,7901.0,9309.0,15,5
812,141.0,2913.0,0.0,54.0,23.0,4114.0,676.0,0.0,231.0,551.0,259.0,202002032000,202002032100,1118.0,810.0,7844.0,8962.0,12,9
813,138.0,2332.0,0.0,,23.0,4115.0,634.0,0.0,241.0,1039.0,466.0,202002032100,202002032200,1769.0,1505.0,7219.0,8988.0,20,17
814,136.0,2044.0,0.0,,23.0,4115.0,552.0,0.0,243.0,1411.0,761.0,202002032200,202002032300,2438.0,2172.0,6847.0,9285.0,26,23
815,137.0,1814.0,0.0,,22.0,4116.0,522.0,0.0,243.0,1488.0,562.0,202002032300,202002040000,2315.0,2050.0,6589.0,8904.0,26,23
816,137.0,1754.0,0.0,,21.0,4117.0,558.0,0.0,243.0,1493.0,686.0,202002040000,202002040100,2443.0,2179.0,6566.0,9009.0,27,24
817,138.0,1724.0,0.0,,19.0,4117.0,547.0,0.0,242.0,1499.0,824.0,202002040100,202002040200,2584.0,2323.0,6526.0,9110.0,28,25
818,139.0,1724.0,0.0,,19.0,4118.0,550.0,0.0,239.0,1500.0,868.0,202002040200,202002040300,2626.0,2368.0,6531.0,9157.0,29,26
819,135.0,1733.0,0.0,,18.0,4117.0,561.0,0.0,243.0,1501.0,962.0,202002040300,202002040400,2724.0,2463.0,6546.0,9270.0,29,27
820,139.0,1928.0,0.0,,18.0,4115.0,569.0,0.0,240.0,1501.0,1027.0,202002040400,202002040500,2786.0,2528.0,6751.0,9537.0,29,27
821,139.0,2405.0,0.0,38.0,16.0,4116.0,608.0,0.0,239.0,1500.0,1037.0,202002040500,202002040600,2830.0,2537.0,7268.0,10098.0,28,25
822,139.0,3071.0,0.0,71.0,13.0,4115.0,672.0,0.0,241.0,1501.0,1104.0,202002040600,202002040700,2930.0,2605.0,7997.0,10927.0,27,24
823,144.0,3339.0,0.0,,13.0,4116.0,678.0,15.0,241.0,1504.0,1090.0,202002040700,202002040800,2863.0,2609.0,8277.0,11140.0,26,23
824,146.0,3306.0,6.0,,13.0,4114.0,669.0,127.0,218.0,1504.0,1143.0,202002040800,202002040900,3005.0,2774.0,8241.0,11246.0,27,25
825,144.0,3128.0,0.0,,12.0,4115.0,637.0,486.0,229.0,1486.0,1147.0,202002040900,202002041000,3360.0,3119.0,8024.0,11384.0,30,27
826,143.0,3173.0,0.0,,11.0,4117.0,593.0,663.0,235.0,1490.0,1180.0,202002041000,202002041100,3579.0,3333.0,8026.0,11605.0,31,29
827,144.0,3296.0,0.0,181.0,12.0,4116.0,638.0,497.0,238.0,1502.0,1162.0,202002041100,202002041200,3592.0,3161.0,8194.0,11786.0,30,27
828,145.0,3309.0,0.0,113.0,12.0,4115.0,691.0,420.0,236.0,1497.0,1076.0,202002041200,202002041300,3354.0,2993.0,8260.0,11614.0,29,26
829,144.0,3307.0,0.0,11.0,12.0,4115.0,696.0,325.0,235.0,1499.0,997.0,202002041300,202002041400,3079.0,2821.0,8262.0,11341.0,27,25
830,145.0,3093.0,0.0,,12.0,4115.0,690.0,211.0,239.0,1486.0,982.0,202002041400,202002041500,2930.0,2679.0,8043.0,10973.0,27,24
831,142.0,3112.0,0.0,,12.0,4116.0,691.0,71.0,234.0,1483.0,1017.0,202002041500,202002041600,2817.0,2571.0,8061.0,10878.0,26,24
832,136.0,3309.0,0.0,107.0,12.0,4113.0,678.0,4.0,232.0,1497.0,949.0,202002041600,202002041700,2801.0,2450.0,8236.0,11037.0,25,22
833,139.0,3351.0,0.0,762.0,12.0,4108.0,617.0,0.0,239.0,1498.0,1050.0,202002041700,202002041800,3561.0,2548.0,8215.0,11776.0,30,22
834,142.0,3350.0,0.0,606.0,12.0,4111.0,587.0,0.0,242.0,1497.0,967.0,202002041800,202002041900,3324.0,2464.0,8190.0,11514.0,29,21
835,141.0,2881.0,0.0,15.0,12.0,4114.0,551.0,0.0,245.0,1471.0,841.0,202002041900,202002042000,2584.0,2312.0,7687.0,10271.0,25,23
836,140.0,2604.0,0.0,,12.0,4114.0,519.0,0.0,245.0,1320.0,701.0,202002042000,202002042100,2278.0,2021.0,7377.0,9655.0,24,21
837,138.0,2766.0,0.0,28.0,12.0,4116.0,542.0,0.0,244.0,1106.0,523.0,202002042100,202002042200,1913.0,1629.0,7562.0,9475.0,20,17
838,138.0,2925.0,0.0,5.0,12.0,4117.0,593.0,0.0,242.0,741.0,432.0,202002042200,202002042300,1432.0,1173.0,7773.0,9205.0,16,13
839,138.0,2532.0,0.0,,11.0,4117.0,576.0,0.0,243.0,348.0,350.0,202002042300,202002050000,952.0,698.0,7363.0,8315.0,11,8
840,139.0,2357.0,0.0,,10.0,4117.0,581.0,0.0,238.0,235.0,310.0,202002050000,202002050100,793.0,545.0,7194.0,7987.0,10,7
841,138.0,2310.0,0.0,,10.0,4119.0,590.0,0.0,239.0,223.0,261.0,202002050100,202002050200,733.0,484.0,7157.0,7890.0,9,6
842,136.0,2387.0,0.0,,10.0,4119.0,570.0,0.0,239.0,127.0,185.0,202002050200,202002050300,561.0,312.0,7212.0,7773.0,7,4
843,139.0,2514.0,0.0,,10.0,4120.0,598.0,0.0,241.0,169.0,146.0,202002050300,202002050400,566.0,315.0,7371.0,7937.0,7,4
844,135.0,2693.0,0.0,,9.0,4120.0,617.0,0.0,244.0,154.0,133.0,202002050400,202002050500,540.0,287.0,7565.0,8105.0,7,4
845,138.0,3483.0,0.0,140.0,8.0,4120.0,673.0,0.0,241.0,11.0,112.0,202002050500,202002050600,512.0,123.0,8414.0,8926.0,6,1
846,137.0,4150.0,0.0,618.0,8.0,4118.0,730.0,0.0,240.0,,104.0,202002050600,202002050700,970.0,104.0,9135.0,10105.0,10,1
847,140.0,4245.0,0.0,961.0,8.0,4118.0,742.0,15.0,241.0,,81.0,202002050700,202002050800,1306.0,96.0,9245.0,10551.0,12,1
848,138.0,4184.0,0.0,845.0,9.0,4121.0,742.0,136.0,236.0,2.0,93.0,202002050800,202002050900,1321.0,231.0,9185.0,10506.0,13,2
849,142.0,4095.0,0.0,207.0,11.0,4117.0,735.0,355.0,240.0,,69.0,202002050900,202002051000,882.0,424.0,9089.0,9971.0,9,4
850,142.0,3866.0,0.0,,11.0,4115.0,726.0,705.0,240.0,,44.0,202002051000,202002051100,1000.0,749.0,8849.0,9849.0,10,8
851,144.0,3779.0,0.0,,11.0,4119.0,707.0,1017.0,242.0,,23.0,202002051100,202002051200,1293.0,1040.0,8749.0,10042.0,13,10
852,145.0,4063.0,0.0,,12.0,4118.0,694.0,949.0,248.0,2.0,25.0,202002051200,202002051300,1236.0,976.0,9020.0,10256.0,12,10
853,147.0,3980.0,0.0,,13.0,4119.0,702.0,831.0,252.0,31.0,28.0,202002051300,202002051400,1155.0,890.0,8948.0,10103.0,11,9
854,147.0,4000.0,0.0,,12.0,4118.0,700.0,422.0,253.0,43.0,36.0,202002051400,202002051500,766.0,501.0,8965.0,9731.0,8,5
855,143.0,4100.0,0.0,,12.0,4116.0,718.0,113.0,249.0,24.0,43.0,202002051500,202002051600,441.0,180.0,9077.0,9518.0,5,2
856,139.0,4049.0,0.0,63.0,12.0,4116.0,710.0,4.0,250.0,18.0,44.0,202002051600,202002051700,391.0,66.0,9014.0,9405.0,4,1
857,139.0,4236.0,0.0,587.0,12.0,4118.0,693.0,0.0,252.0,11.0,44.0,202002051700,202002051800,906.0,55.0,9186.0,10092.0,9,1
858,138.0,4154.0,0.0,42.0,11.0,4119.0,654.0,0.0,253.0,3.0,50.0,202002051800,202002051900,359.0,53.0,9065.0,9424.0,4,1
859,141.0,4142.0,0.0,134.0,11.0,4122.0,614.0,0.0,256.0,16.0,53.0,202002051900,202002052000,470.0,69.0,9019.0,9489.0,5,1
860,141.0,4006.0,0.0,6.0,11.0,4122.0,589.0,0.0,253.0,25.0,55.0,202002052000,202002052100,350.0,80.0,8858.0,9208.0,4,1
861,139.0,3615.0,0.0,23.0,11.0,4122.0,593.0,0.0,257.0,32.0,57.0,202002052100,202002052200,380.0,89.0,8469.0,8849.0,4,1
862,137.0,3266.0,0.0,4.0,11.0,4122.0,624.0,0.0,255.0,35.0,54.0,202002052200,202002052300,359.0,89.0,8149.0,8508.0,4,1
863,140.0,3181.0,0.0,54.0,11.0,4122.0,641.0,0.0,256.0,33.0,57.0,202002052300,202002060000,411.0,90.0,8084.0,8495.0,5,1
864,138.0,3090.0,0.0,,12.0,4121.0,636.0,0.0,254.0,67.0,63.0,202002060000,202002060100,396.0,130.0,7985.0,8381.0,5,2
865,138.0,2885.0,0.0,,12.0,4122.0,621.0,0.0,255.0,100.0,66.0,202002060100,202002060200,433.0,166.0,7766.0,8199.0,5,2
866,140.0,3134.0,0.0,,11.0,4122.0,642.0,0.0,257.0,82.0,64.0,202002060200,202002060300,414.0,146.0,8038.0,8452.0,5,2
867,138.0,3354.0,0.0,,11.0,4121.0,642.0,0.0,251.0,83.0,62.0,202002060300,202002060400,407.0,145.0,8255.0,8662.0,5,2
868,140.0,3493.0,0.0,,11.0,4121.0,650.0,0.0,247.0,74.0,68.0,202002060400,202002060500,400.0,142.0,8404.0,8804.0,5,2
869,139.0,3992.0,0.0,,11.0,4121.0,691.0,0.0,244.0,37.0,74.0,202002060500,202002060600,366.0,111.0,8943.0,9309.0,4,1
870,145.0,4438.0,0.0,30.0,11.0,4121.0,720.0,0.0,238.0,27.0,73.0,202002060600,202002060700,379.0,100.0,9424.0,9803.0,4,1
871,137.0,4436.0,0.0,31.0,12.0,4125.0,739.0,53.0,240.0,46.0,63.0,202002060700,202002060800,445.0,162.0,9437.0,9882.0,5,2
872,124.0,4393.0,7.0,99.0,13.0,4124.0,735.0,414.0,237.0,7.0,50.0,202002060800,202002060900,820.0,471.0,9383.0,10203.0,8,5
873,134.0,4098.0,0.0,256.0,16.0,4121.0,711.0,998.0,243.0,,37.0,202002060900,202002061000,1550.0,1035.0,9064.0,10614.0,15,10
874,141.0,3954.0,0.0,96.0,17.0,4120.0,692.0,1422.0,252.0,,22.0,202002061000,202002061100,1809.0,1444.0,8907.0,10716.0,17,13
875,143.0,3927.0,0.0,59.0,17.0,4120.0,683.0,1517.0,258.0,,19.0,202002061100,202002061200,1870.0,1536.0,8873.0,10743.0,17,14
876,139.0,4044.0,0.0,,18.0,4122.0,694.0,1352.0,255.0,,18.0,202002061200,202002061300,1643.0,1370.0,8999.0,10642.0,15,13
877,137.0,4098.0,0.0,,19.0,4118.0,711.0,1030.0,258.0,,17.0,202002061300,202002061400,1324.0,1047.0,9064.0,10388.0,13,10
878,135.0,3967.0,0.0,17.0,19.0,4114.0,714.0,724.0,259.0,,17.0,202002061400,202002061500,1036.0,741.0,8930.0,9966.0,10,7
879,137.0,3984.0,0.0,14.0,20.0,4114.0,718.0,297.0,260.0,,25.0,202002061500,202002061600,616.0,322.0,8953.0,9569.0,6,3
880,136.0,4408.0,0.0,664.0,20.0,4115.0,715.0,32.0,258.0,,25.0,202002061600,202002061700,999.0,57.0,9374.0,10373.0,10,1
881,137.0,4528.0,0.0,955.0,20.0,4114.0,698.0,0.0,261.0,,34.0,202002061700,202002061800,1270.0,34.0,9477.0,10747.0,12,0
882,141.0,4550.0,0.0,558.0,20.0,4115.0,707.0,0.0,259.0,,84.0,202002061800,202002061900,921.0,84.0,9513.0,10434.0,9,1
883,143.0,4427.0,0.0,64.0,21.0,4118.0,670.0,0.0,258.0,,116.0,202002061900,202002062000,459.0,116.0,9358.0,9817.0,5,1
884,142.0,4374.0,0.0,,21.0,4120.0,633.0,0.0,259.0,,135.0,202002062000,202002062100,415.0,135.0,9269.0,9684.0,4,1
885,145.0,4355.0,0.0,,21.0,4121.0,653.0,0.0,257.0,,104.0,202002062100,202002062200,382.0,104.0,9274.0,9656.0,4,1
886,143.0,4285.0,0.0,42.0,21.0,4123.0,664.0,0.0,256.0,6.0,88.0,202002062200,202002062300,413.0,94.0,9215.0,9628.0,4,1
887,145.0,4191.0,0.0,37.0,21.0,4125.0,666.0,0.0,257.0,53.0,124.0,202002062300,202002070000,492.0,177.0,9127.0,9619.0,5,2
888,142.0,3952.0,0.0,,21.0,4126.0,641.0,0.0,258.0,99.0,163.0,202002070000,202002070100,541.0,262.0,8861.0,9402.0,6,3
889,143.0,4020.0,0.0,,21.0,4128.0,644.0,0.0,259.0,231.0,211.0,202002070100,202002070200,722.0,442.0,8935.0,9657.0,7,5
890,143.0,3901.0,0.0,,20.0,4127.0,643.0,0.0,257.0,296.0,285.0,202002070200,202002070300,858.0,581.0,8814.0,9672.0,9,6
891,140.0,3753.0,0.0,,20.0,4127.0,649.0,0.0,258.0,332.0,286.0,202002070300,202002070400,896.0,618.0,8669.0,9565.0,9,6
892,139.0,4033.0,0.0,,20.0,4125.0,669.0,0.0,257.0,366.0,364.0,202002070400,202002070500,1007.0,730.0,8966.0,9973.0,10,7
893,140.0,4311.0,0.0,16.0,20.0,4125.0,698.0,0.0,258.0,321.0,433.0,202002070500,202002070600,1048.0,754.0,9274.0,10322.0,10,7
894,140.0,4761.0,0.0,770.0,21.0,4124.0,723.0,0.0,257.0,332.0,521.0,202002070600,202002070700,1901.0,853.0,9748.0,11649.0,16,7
895,143.0,4806.0,0.0,880.0,21.0,4124.0,732.0,57.0,257.0,413.0,616.0,202002070700,202002070800,2244.0,1086.0,9805.0,12049.0,19,9
896,146.0,4814.0,0.0,862.0,23.0,4123.0,737.0,483.0,251.0,388.0,577.0,202002070800,202002070900,2584.0,1448.0,9820.0,12404.0,21,12
897,146.0,4562.0,0.0,443.0,21.0,4117.0,741.0,1179.0,241.0,273.0,531.0,202002070900,202002071000,2688.0,1983.0,9566.0,12254.0,22,16
898,147.0,4437.0,0.0,21.0,21.0,4114.0,740.0,1707.0,249.0,427.0,348.0,202002071000,202002071100,2773.0,2482.0,9438.0,12211.0,23,20
899,146.0,4357.0,0.0,,23.0,4116.0,725.0,1920.0,254.0,364.0,296.0,202002071100,202002071200,2857.0,2580.0,9344.0,12201.0,23,21
900,143.0,4269.0,0.0,,28.0,4114.0,721.0,1892.0,251.0,343.0,295.0,202002071200,202002071300,2809.0,2530.0,9247.0,12056.0,23,21
901,144.0,4051.0,0.0,17.0,28.0,4111.0,730.0,1608.0,251.0,567.0,258.0,202002071300,202002071400,2729.0,2433.0,9036.0,11765.0,23,21
902,140.0,3930.0,0.0,,27.0,4108.0,727.0,1061.0,252.0,723.0,253.0,202002071400,202002071500,2316.0,2037.0,8905.0,11221.0,21,18
903,140.0,4235.0,0.0,39.0,27.0,4107.0,724.0,383.0,257.0,799.0,273.0,202002071500,202002071600,1778.0,1455.0,9206.0,10984.0,16,13
904,142.0,4322.0,0.0,90.0,27.0,4105.0,723.0,24.0,258.0,945.0,370.0,202002071600,202002071700,1714.0,1339.0,9292.0,11006.0,16,12
905,141.0,4260.0,0.0,130.0,27.0,4106.0,718.0,0.0,258.0,1049.0,493.0,202002071700,202002071800,1957.0,1542.0,9225.0,11182.0,18,14
906,143.0,4099.0,0.0,23.0,27.0,4111.0,643.0,0.0,258.0,1178.0,652.0,202002071800,202002071900,2138.0,1830.0,8996.0,11134.0,19,16
907,139.0,3972.0,0.0,,27.0,4114.0,579.0,0.0,256.0,1349.0,797.0,202002071900,202002072000,2429.0,2146.0,8804.0,11233.0,22,19
908,144.0,3739.0,0.0,,27.0,4114.0,576.0,0.0,260.0,1408.0,849.0,202002072000,202002072100,2544.0,2257.0,8573.0,11117.0,23,20
909,141.0,3084.0,0.0,,27.0,4115.0,570.0,0.0,261.0,1381.0,896.0,202002072100,202002072200,2565.0,2277.0,7910.0,10475.0,24,22
910,143.0,2464.0,0.0,,27.0,4116.0,582.0,0.0,257.0,1310.0,893.0,202002072200,202002072300,2487.0,2203.0,7305.0,9792.0,25,22
911,145.0,1862.0,0.0,,27.0,4116.0,588.0,0.0,260.0,1204.0,881.0,202002072300,202002080000,2372.0,2085.0,6711.0,9083.0,26,23
912,142.0,1765.0,0.0,,27.0,4117.0,628.0,0.0,259.0,1080.0,898.0,202002080000,202002080100,2264.0,1978.0,6652.0,8916.0,25,22
913,140.0,1735.0,0.0,,27.0,4116.0,652.0,0.0,262.0,1187.0,878.0,202002080100,202002080200,2354.0,2065.0,6643.0,8997.0,26,23
914,138.0,1715.0,0.0,,27.0,4116.0,624.0,0.0,262.0,1192.0,835.0,202002080200,202002080300,2316.0,2027.0,6593.0,8909.0,26,23
915,139.0,1671.0,0.0,,27.0,4117.0,599.0,0.0,264.0,1281.0,799.0,202002080300,202002080400,2371.0,2080.0,6526.0,8897.0,27,23
916,141.0,1669.0,0.0,,27.0,4115.0,605.0,0.0,263.0,1332.0,854.0,202002080400,202002080500,2476.0,2186.0,6530.0,9006.0,27,24
917,142.0,1617.0,0.0,,27.0,4113.0,621.0,0.0,265.0,1315.0,870.0,202002080500,202002080600,2477.0,2185.0,6493.0,8970.0,28,24
918,143.0,1723.0,0.0,25.0,27.0,4111.0,680.0,0.0,260.0,1239.0,931.0,202002080600,202002080700,2482.0,2170.0,6657.0,9139.0,27,24
919,145.0,1806.0,0.0,,28.0,4108.0,706.0,23.0,264.0,1130.0,909.0,202002080700,202002080800,2354.0,2062.0,6765.0,9119.0,26,23
920,145.0,2060.0,0.0,,28.0,4108.0,698.0,200.0,261.0,1065.0,856.0,202002080800,202002080900,2410.0,2121.0,7011.0,9421.0,26,23
921,146.0,1989.0,0.0,,29.0,4108.0,673.0,491.0,257.0,1087.0,724.0,202002080900,202002081000,2588.0,2302.0,6916.0,9504.0,27,24
922,145.0,1948.0,0.0,,29.0,4108.0,632.0,620.0,257.0,768.0,595.0,202002081000,202002081100,2269.0,1983.0,6833.0,9102.0,25,22
923,143.0,2198.0,0.0,157.0,30.0,4114.0,705.0,517.0,258.0,445.0,614.0,202002081100,202002081200,2021.0,1576.0,7160.0,9181.0,22,17
924,141.0,2118.0,0.0,167.0,30.0,4114.0,746.0,320.0,259.0,637.0,502.0,202002081200,202002081300,1915.0,1459.0,7119.0,9034.0,21,16
925,141.0,2059.0,0.0,13.0,31.0,4114.0,733.0,214.0,259.0,583.0,355.0,202002081300,202002081400,1455.0,1152.0,7047.0,8502.0,17,14
926,140.0,2278.0,0.0,,32.0,4115.0,673.0,142.0,260.0,785.0,311.0,202002081400,202002081500,1530.0,1238.0,7206.0,8736.0,18,14
927,142.0,2530.0,0.0,77.0,33.0,4114.0,666.0,63.0,262.0,690.0,287.0,202002081500,202002081600,1412.0,1040.0,7452.0,8864.0,16,12
928,142.0,2861.0,0.0,448.0,34.0,4112.0,644.0,11.0,260.0,885.0,344.0,202002081600,202002081700,1982.0,1240.0,7759.0,9741.0,20,13
929,140.0,3337.0,0.0,874.0,33.0,4111.0,583.0,0.0,263.0,949.0,388.0,202002081700,202002081800,2507.0,1337.0,8171.0,10678.0,23,13
930,142.0,3342.0,0.0,936.0,33.0,4110.0,619.0,0.0,264.0,900.0,449.0,202002081800,202002081900,2582.0,1349.0,8213.0,10795.0,24,12
931,141.0,3072.0,0.0,115.0,33.0,4110.0,590.0,0.0,263.0,884.0,460.0,202002081900,202002082000,1755.0,1344.0,7913.0,9668.0,18,14
932,144.0,2058.0,0.0,14.0,33.0,4112.0,595.0,0.0,263.0,1080.0,459.0,202002082000,202002082100,1849.0,1539.0,6909.0,8758.0,21,18
933,141.0,1629.0,0.0,225.0,33.0,4112.0,568.0,0.0,264.0,1200.0,579.0,202002082100,202002082200,2301.0,1779.0,6450.0,8751.0,26,20
934,141.0,1569.0,0.0,133.0,33.0,4112.0,567.0,0.0,262.0,1376.0,707.0,202002082200,202002082300,2511.0,2083.0,6389.0,8900.0,28,23
935,141.0,1315.0,0.0,,33.0,4112.0,527.0,0.0,261.0,1417.0,744.0,202002082300,202002090000,2455.0,2161.0,6095.0,8550.0,29,25
936,142.0,1228.0,0.0,,33.0,4113.0,532.0,0.0,260.0,1458.0,897.0,202002090000,202002090100,2648.0,2355.0,6015.0,8663.0,31,27
937,143.0,1174.0,0.0,128.0,33.0,4114.0,539.0,0.0,259.0,1515.0,1109.0,202002090100,202002090200,3044.0,2624.0,5970.0,9014.0,34,29
938,139.0,1260.0,0.0,96.0,33.0,4114.0,535.0,0.0,261.0,1515.0,1222.0,202002090200,202002090300,3127.0,2737.0,6048.0,9175.0,34,30
939,136.0,1255.0,0.0,,33.0,4114.0,549.0,0.0,262.0,1539.0,1324.0,202002090300,202002090400,3158.0,2863.0,6054.0,9212.0,34,31
940,136.0,1193.0,0.0,,33.0,4113.0,575.0,0.0,264.0,1539.0,1418.0,202002090400,202002090500,3254.0,2957.0,6017.0,9271.0,35,32
941,133.0,1198.0,0.0,,33.0,4112.0,584.0,0.0,264.0,1539.0,1484.0,202002090500,202002090600,3320.0,3023.0,6027.0,9347.0,36,32
942,133.0,1166.0,0.0,,33.0,4111.0,595.0,0.0,259.0,1536.0,1609.0,202002090600,202002090700,3437.0,3145.0,6005.0,9442.0,36,33
943,137.0,1205.0,0.0,,33.0,4111.0,601.0,58.0,259.0,1465.0,1655.0,202002090700,202002090800,3470.0,3178.0,6054.0,9524.0,36,33
944,127.0,1212.0,0.0,,36.0,4112.0,590.0,245.0,259.0,1416.0,1607.0,202002090800,202002090900,3563.0,3268.0,6041.0,9604.0,37,34
945,120.0,1167.0,0.0,,37.0,4114.0,590.0,363.0,260.0,1376.0,1487.0,202002090900,202002091000,3523.0,3226.0,5991.0,9514.0,37,34
946,123.0,1218.0,0.0,,37.0,4113.0,591.0,453.0,257.0,1061.0,1402.0,202002091000,202002091100,3210.0,2916.0,6045.0,9255.0,35,32
947,124.0,1264.0,0.0,12.0,37.0,4113.0,608.0,471.0,260.0,869.0,1353.0,202002091100,202002091200,3002.0,2693.0,6109.0,9111.0,33,30
948,122.0,1199.0,0.0,33.0,38.0,4113.0,612.0,403.0,261.0,695.0,1442.0,202002091200,202002091300,2872.0,2540.0,6046.0,8918.0,32,28
949,123.0,1264.0,0.0,,38.0,4113.0,624.0,220.0,260.0,703.0,1310.0,202002091300,202002091400,2531.0,2233.0,6124.0,8655.0,29,26
950,122.0,1330.0,0.0,64.0,39.0,4112.0,688.0,102.0,258.0,695.0,1170.0,202002091400,202002091500,2328.0,1967.0,6252.0,8580.0,27,23
951,121.0,1257.0,0.0,126.0,38.0,4111.0,702.0,26.0,257.0,691.0,942.0,202002091500,202002091600,2080.0,1659.0,6191.0,8271.0,25,20
952,119.0,1317.0,0.0,108.0,35.0,4108.0,655.0,1.0,257.0,654.0,781.0,202002091600,202002091700,1836.0,1436.0,6199.0,8035.0,23,18
953,132.0,1291.0,0.0,198.0,34.0,4107.0,607.0,0.0,260.0,648.0,825.0,202002091700,202002091800,1965.0,1473.0,6137.0,8102.0,24,18
954,139.0,1367.0,0.0,621.0,34.0,4107.0,571.0,0.0,259.0,516.0,893.0,202002091800,202002091900,2323.0,1409.0,6184.0,8507.0,27,17
955,135.0,1330.0,0.0,518.0,32.0,4106.0,571.0,0.0,259.0,731.0,881.0,202002091900,202002092000,2421.0,1612.0,6142.0,8563.0,28,19
956,129.0,1222.0,0.0,32.0,33.0,4104.0,515.0,0.0,254.0,1198.0,687.0,202002092000,202002092100,2204.0,1885.0,5970.0,8174.0,27,23
957,123.0,1175.0,0.0,,28.0,4105.0,458.0,0.0,250.0,1369.0,693.0,202002092100,202002092200,2340.0,2062.0,5861.0,8201.0,29,25
958,121.0,1195.0,0.0,288.0,30.0,4104.0,509.0,0.0,253.0,1461.0,700.0,202002092200,202002092300,2732.0,2161.0,5929.0,8661.0,32,25
